review,label
두번째 보는 딸 꿈 있어 아름답 고통 항 하는 청춘 시간 어찌 흘러가는 모르 빠져 들었 아름다운 선율 색감 기억날 최고,1
역대 히어로 영화 엑스맨 영원해야,1
영화 너무 어려웠,0
선택 한 사람 그런 선택 하게 강요한 사람 분노 야한,1
피아제 논 두렁 찾 수 있,0
진짜 욕 정도 재밌 년도 인생 영화 임 개봉 후 지금 번 째보 중 봐 도안 질리 스토리 짱 코믹 스릴 감동 진짜 최고 였 봉 이김 선달 나오면 안되,1
잠 존나 온 겅,0
걸 영화 만들었 한심하다 음향 때문 대사도 거의 들리 음향 감독 알바썻 인갑 그런 체크 하는 감독 초 짜 티 내고 야간씬 아예 하나 안보 참 나 눈요기 거리 없고 배우 감독 욕 먹어 야할 영화,0
감정 애매 긴장 완급 됐 우리 역사 사실 담아 달라 했 흥미 떨어지는 쓸데없 장면 넣어 시간 분 조성 해달라고 하지 않았 후반 부 진짜 영화 보는 듯 했 후반 부도 지쳐 그냥 봤,0
아이 정말 재밌게 봤,1
졸음 싸웠 점도 아까 움,0
우뢰매 색깔 입혓,0
재미없 지루하다,1
팀 버튼 영화 였 너무 재밌었,1
완전 재밌게 봤 보다 놀라면 봤,1
이런 솔직히 뻔하지 언제 봐 감동 적임,1
굿 말 더 필요 없 음 얼라이언스 위하여,1
뭐 진짜 대 그룹 여자 댓글 평점 조작 하는,0
자막 누가 거임 진심,0
보면 울음 났 평생 느껴 보지 했 보호 받는 는 느낌 뭔 알 사랑 받고 있다 것,1
진짜 넘 재밋엇 마지막 이정재 죽 때 넘 슬펐,1
재미 정말 더럽 없다 배우 연기 정말 좋 최민호 연기력 놀라웠 앞 기대 된,0
후 진심 지루함,0
디카프리오 연기력 위대한 대자연 영 상미 숭고 해지 사운드트랙 매우 좋,1
나 돈 버리 할 없다,1
재밌었 좋아하는 세 배우 나와 더욱,1
대박 잼 날 세번 이상 놀 키 영화 사상 최초 넌 감동 이었,1
잊혀진 덕혜옹주 잊혀진 우리 아픈 역사 되새 겨 볼 수 있어 좋,1
존나 쓰레기 영화 진짜 개연 뭐 내용 볼게 없,0
이건 부산 행 대한 모욕,0
여러분 네이버 평점 절대 절대 믿지 마세 평점 알바 판 곳 바로 여기 입니 진짜 알바 답 없네 돈 쉽 벌려 남 손해 보게 만드는 미 사람,0
강동원 연기 잘하고 아역배우 연기 훌륭햇으 강동원 잘생겼,1
짠 했 연기 역시 기 막혔,1
보는 웃엇네 재밋어,1
와 조정석 믿고 본 아까운 내 시간,0
인생 최고 영화 에디 연기 또한 세계 최고 따라올 자가 없는 같다 아름다운 영상 표현 사운드 트렉 하나 흠잡 없는 영화,1
학생 때 억지로 외우고 풀어 야했 영화 보고 나니 젠 더 깊이 진실 시가 보일 같네 마지막 엔딩 나도 모르 눈물 흘렀,1
좀비 이런 연출 잘했 내용 진짜 재미없 만화 볼 괜찮 같아 욕하면 나왔,0
쿰척 거리 영화인 것 이요,0
하다 말 가다 말 이 영화 만들 말 말 올해 최악 기록 할 영화 월 보는,0
라이언 일병 구하기 아니 정도 스케일 보여 생각 그냥 돈 들인 반공 영화 정도,0
쪽바리 답 봐,0
올레 무비 극장 동시 개봉 뜨는 순간 영화 병맛 소리,0
믿고 봤 스타 뎀 형님 완전 실망 개 류 스토리 감독 반성해야 될,0
지는 죽으 여자 보고 살라 고하 존나 잔인 한새 뀌,0
아주 감동 영화 였 아이 보기 잘 했 애 재미있다 해서 좋 시간 보냈 이런 영화 또 나왔 좋,1
생각 보기 좋 영화,0
세계관 대한 사전 지식 있어 더 재밌게 볼 수 있는,1
심각하다 진짜 감독 각성 하라,0
미친 연출 미친 촬영 미친 연기 미친 영화 나왔,1
뭐라 말할 필요 없는 최악 영화 왜 수입됬 모르,0
대한민국 역사 춤추게 한,1
재밌었 평점 알바 쓰냐 글 사람 뭐,1
너무 즐겁 봤 가족영화 추천 추천 역시 김혜수 나이 먹어 어쩜 저리 예쁠 중간 중간 웃음 자아 내는 마동석 빠지 섭 시간 지나서 다시 보고 싶어 영화,1
년 평점 남겨 가슴 아프 여운 더 깊은 영화 강추 합,1
평론가 평점 점 개봉 전 반응 별로 였 평점 왜 높냐,0
대사 없는 연기 박성웅 카리스마 멋지 작품 성은 있어 보이는 흥행 실패한 같네,1
감동 따뜻한 스토리 배우 연기 정말 좋,1
왜 로미 완벽하게 감 연안 된 안나 오고 일단 역대 주인공 버프 받으 살 진짜 핷 노잼,0
흥미진진 스토리 화려한 액션 신들 시간 꽉 찬 영화,1
전우 남긴 한마디 훨 잼,0
닥터 닥터 딕터히힛 닥터 닥터,1
디워 같은 영화 내용 그닥 없고 감정 호소 점 아닌 제대로 된 평점 수렴 위해,0
재밌어 아이 재밌어,1
뭉클했어 꼭 보세,1
부작 드라마 부 못 연출 스토리 도대체 작업 어떤 팀 거 제작비 인건비 나가고 돈 모 잘라 만들었 돈 아깝 오래간만 돈 아깝 느꼈,0
가나다 라마 바사 차카,1
재밌었 두 번 봤,1
마치 한국 걸그룹 아이돌 문화 같은 영화 비쥬 얼 겉모습 유행 추구 실력 연출 작품 모두 떨어짐 아이돌 보는 그냥 눈요기 보는 같,0
넘 감동 슬프,1
볼 가치 없는 시대 역행 영화,0
실망 스럽 원작 감동 아니 용이 전혀 개연 없,0
그냥 뻔한 스토리 입니 세 욕 너무 난무 하네,0
포르노 그 이상 그 이하 아님,0
벼 노 포 병 뇯러,1
내용 조금 애매 게 잇 는 나름 재미 잇 엇네,1
와나 배트맨 슈퍼맨 데려와 정도 똥 쌀 몰랐 분 허비 했 졸라 재미 없으 떡밥 징 하게 푸네 후속작 전혀 기대 안됨 퉤,0
박해일 손예진 달달 멜로 하나 해주세 덕혜옹주 닿 말듯 분 관계 더 관객 애 간장 녹이는 것 같네,1
어떻 게 재밌고 신 애 쓴,0
평점 좋 배우 좋 것 같아 보러 갔 생각 더 재미있었 배우 연기 눈물 흘리 꼭 볼 영화 추천,1
전 왜 재밌죠 평점 보고 실망해서 안보 다가 봤 저 존잼 입니 평점 낮아 아쉽,1
한국 한심한 맘충 위한 영화 그냥 영화,0
봤 내용 알 같아 볼,0
난 솔직히 진짜 재밌게 봤 마지막 공유 진짜 짠 애기 연기 너무 잘하고 마동석 감초 역활 해냈 진짜 한국 좀비 물 탑 한국 좀비 물의 한 획 긋는 것,1
어른 아이 봐 손색 없 영화 펼쳐지는 영상 미도 너무 예뻤 스토리 내용 맘 든댜,1
기대 갔 맘 따뜻해 돌아왔 아역 연기 좋 역시 갓 동원 소년 미 낭낭 간만 재밌게 본 영화,1
자극 이지 않아 더욱 좋 영화 요즘 국내 따뜻한 영화 나와 마음 따뜻하네,1
끔찍하고 슬픈 영화 이 영화 기록 세울 것 같아,1
해외 영화 존나 짜게 점수 주면 우리나라 영화 왤케 관대 거,0
기대하고 봤 재미 읍 뜨,0
재미 있었 김치 녀 스토리 너무 예쁘 포장 남자 너무 호구 표현했 솔직히 막장 임,0
좀 지루하네 전작 못 미칩니,0
영화 액션 신 스토리 보는 즐겁 느끼 했 왜 마블 영화 고집하는 사람 많은 알,0
거 진짜 재미없 퀸 볼 함,0
오랜만 보는 명작 였 재밌네,1
진짜 볼 영화 입니,1
한국 좀비 외국 비교하면 퀄리티 다소 떨어지 나름 재미있었 한국 블록버스터 더 발전하길 기대해,1
괜찮 년 정도 있으 한국 영화계 울 불 짜는 알 그만둘,0
몇 년 영화 보고 운 없던 내 월 세편 보고 울었 동주 보고 눈시울 뜨거워 개 훔치는 완벽한 방법 했 로봇 소리 보고 목 놓 펑펑 울었 세편 못 넘다 더 눈물 앞 가린,1
질 안습 체르노빌 특공대 모티브,0
이건 절대로 별점 테러 아니 오히려 난 지금 픽사 영화 기대하고 있는 사람 만류 하려 하는 절대로 다른 픽사 영화 비교하지 마라 비교할 이영화 더 내릴 속지 마라 미국 가장 망한 픽사 영화,0
어 그냥 올라 재밌네,1
움 전체 스토리 좋 배우 연기 못 행동 개연 맥락 없 감독 연출 뛰어나지 않았,0
나 개인 별로 재미 없었,0
진짜 재미없,0
연기 잘하고 용도 좋 너무 너무 재밌었,1
신비 동물 사전 정말 기대하고 갔 역시 너무 재미나 보고 왔,1
이건 진짜 감동 영화 임 배우 연기 들 잘했 인생 영화인 듯 하네,1
꿀잼 보장합 진짜 꼭 보,1
알바 낚 기분 임 정말 최악 영화,0
민폐 캐릭터 많고 스토리 너무 답답하네 왜 굳이 저런 선택 하는 의아 부분 있고 집중하게 되 혈압 오르 보다 찝 찝 기분 끝나는 영화 좀비 영화 스릴 즐기는 분 주인공 감정이입 안 보시 분 괜찮 같네,0
마음 뜨 뜻해 영화,1
나 부활 생명 나를 믿는 자는 죽어 살 살 나를 믿는 자는 영원히 죽지 아니,1
폴 그린 그래 스 감독 맷 데이먼 환상 콤비 본시 리스 제이스 본 진짜 꿀꿀 잼,1
지루하던 간 사람 시간 아깝 다함,0
반 기독 정서 만 연한 세상 바로 너희 기독교인 자초 것,0
기대 역시 재미있 시간 가는 모르 봤,1
기다렸 소재 영화 그래 선지 인상 깊게 봤 캐릭터 잘 살 영화 현실 적 슬퍼 보고 나서 마음 아프,1
사랑 질 이 다르 시작 끝 가슴 마구 방망이 질 하는 최고 멜로,1
워 까지 해봄 배경 지식 없어 잼 봄 개인 골룸 나오는 거 잼,1
질질 끈 자 이상 적 가치 없다,0
왜 일본어 주인 알 같다 지보 를 한국어 할 순 없었 듯 여배우 동성애 이유 모르 감 정선 표현해도 충분했 하녀 입 주변 애액 털도 좀 넣지 그랬 어이 없구,0
재밌네 평점 테러 하는 넘 들 노답 오락 영화로 최고 구만,1
이 지루하 분 집중 문제 듯 액션 액션 신경 전 정말 재밌었,1
과연 어벤져스 합류 할,1
여주 표정 발성 왜 어색한 모르 남녀 배우 나이 차는 자꾸 벌어지 몰입 감 떨어져 보다 나왔,0
정말 재밋습니,1
진짜 무섭 마지막 진격 거인 튀어나오네 알바 진짜 죽는,0
보다 중간 나왔,0
회사 동물 사람 순서 건 아는 전혀 장면 없고 처음 어머니 딸 공유 조합 어울림 보는 예상한 생각한 흘러가 버리 이장면 보면 다음 장면 떠오르는 됨 최근 볼 영화 없어 보게 되는 천만 된,0
이 영화 영화로 정말 재미없 국뽕 이런 걸 떠나서 글 댓글 거의 알바 천국 요 진짜 슬픈 현실 요,0
말 필요 없다,0
어그 끄는 병맛 생각했 진짜 마음 따뜻해 영화 였 억지 것 없고 남자 여자 마음 너무 잘 표현했 문채원 천상 얼굴 보너스,1
이지아 이쁜 것 빼고 뭘 봤 모르,0
전쟁영화 졸릴 있는,0
병맛 병맛 감동 이면 감동 진짜 졸잼,1
응 노잼 엿음 이런 봄,0
너무 재밌었 박수 칠 뻔했 꾹 참 눈물 나오려 했 꾸 참,1
년 시작 알리는 최고 영화 한국 이런 영화 만들어 질 있기 끝나고 가슴 먹 먹 했,1
너무 몰입 잘되지 계속 진지하지 않고 재미 쏠 쏠,1
이 더럽 찝 찝 느낌 뭐 하정우 조진웅 거의 까메오 수준 연기 들 최고,0
일 점도 아깝 칸 갔 다해서 기대했 너무 거품 많은 영화 무슨 감동 없고 재미 없고 시간 아깝 차라리 봉 김선 달 보겠,0
어벤져스 재밌었,1
역시 명품 영화 시간 너무 찗은거 아닙니,1
배우 연기 최고 의 전개 연기 맥 끊어 버린 아쉬워,0
너무 재미있었 하,1
너무 정신 없기 한 느낌,0
진짜 너무 재미없,0
모를 부적절 함 안되,0
걸 보고 평점 높다 진짜 말로 듣던 평점 알바 있다 느껴진,0
솔직히 기대 이하 차태현 혼자 고 분투 하는 모습 이었 전지현 비구니 억지 스럽,0
거 볼바 차라리 아침 드라마 쭘마들보 유치뽕 드라마 보는 백번 후회 덜 내 평생 최악 영화 기록될 영화 아니 콩트,0
남 점주 나도 점,0
공유 죽는 울음 아니 웃음 나오더 진짜 삼류 영화 마동석 부분 살림 연상 호 감독 영화 자연스럽 않고 교과서 같은 딱딱함 부자연 스러 움 억지 감 정선 몰입 하기 힘들,0
시간 가는 모르 봤,1
점도 아깝 처음 너무 어색해 컨셉 좋,0
이레 연기 소름 끼칠 정도 였 앞 이레 무조건 예뻐 한,1
배트맨 슈퍼맨 싸우면 배트맨 질 알 배트맨 기내,1
올해 쓰 되 연가시 감기 해운대 광구 타워 부산 행 추가,0
숙희 아가씨 너무 아름답,1
할배 잘못한 하나 없는 도둑 피해자 코스프레 황당 남 집칩입 총 밀면 죽여 무조건 정당방위 걸 미화 하네,0
너무나 좌편향 된 영화,0
진짜 재밌 꼭 보세,1
나 시야 넓혀,1
공유 부 애 대단하네,1
처음 마지막 아쉬웠 게속 보면 주인공 감정 이입 더욱 여운 남는 영화 정말 순수하고 미소 지어 아름다운 영화,1
자 들어 정리해 보지 마라 돈 아깝,0
기대 안 봣는데 재밋어,1
아니 이 부족한 정도 넘치 않았 감독 진짜 너무 하네 이 영화 참나 할 없 정도 개판 이런 평 처음 일정 도로 망했 한마디 망했 시작 망했 하면 끝 망한 맞네 평이 나왔,0
저 별로 였,0
역시 공유 좀비 멋있 마지막 장면 남,1
별 하나 아깝,0
연상 호 감독 자꾸 뭘 가르치 하는 진짜 짜증 나 영화,0
정말 개봉 날 바로 봤 펑펑 울었 같아 너무 감동 우는 와중 재밌는 장면 나오면 또 웃게 되 재미 감동 보장되는 영화 맞는 같 시간 되 친구 한번 더 보러 가려 계속 봐 또 보고,1
시간 가는 몰랐,1
방금 조조 보고 왔 사람 많더 웃긴 장면 많아 웃으 보니 더 꿀잼 액션 코미디 감동 통쾌 연기 파 배우 집합 영화,1
무슨 내용 모르,0
핑거 스미스 욕 먹이 마라 진짜 어 김민희 예뻤,0
꿈 대해서 예술가 란 무엇 일 까 대해서 생각하게 되는 영화 끝나고 나니 가슴 먹 먹 음악 들 혼자 있어 할 것 같다,1
그냥 닥 볼 함,0
지루해 애 별 루,0
워너 언제 이런 괴작 내놓 것,0
역대 최고 코난 극장판 이었 좋아하는 캐릭터 모두 나와 정말 재밌게 봤,1
원전 대해 조금 관심 있는 사람 라면 더 실감 나게 놀라운 영화 입니 원전 전기 값싸게 기업 주로 공급 된 합 정봉주 전국구 초기 방송 자료 원전 대한 방송 많 좋 영화 가족 봤,1
인간 잔혹 함 일 깨워 준 영화 왜 별점 낮은 이해 안 간다 남성 카타르 시스 느끼 해준 영화 여성 잔인 보기 좀 그랬,1
지금 점 평점 말 안됩,0
정말 보는 내내 가슴 조리 울면 봤 너무 슬프 너무 가슴 아팠,1
야동 이냐 김민희 불륜 녀,0
세번 봤 세번 펑펑 울었,1
왐마 핸드 헬드 기법 진짜 토 나온 정신 없고 답답하고 미식 거 린다 거기 사울 공동체 최대 같은 성향 남자 때문 그동안 목숨 걸고 맘졸 동료 준비 해온 반란 위 태위 태 하는 걸 보고 있자 부아 치민 최악 기적 도 정도 껏,0
노가다 끝나고 꿀잠 자기 최고,0
시그널 극장판 느낌 완전 꿀잼,1
이건 무슨 코믹 아니 정말 공포 못 영화,0
자다 왔 것 기억난 여자 울,0
배우 조합 비해 스토리 성하 넘 잔인 된 밥 코 빠 트리 기는 뭐,0
내용 연기자 연기 좋 제일 아쉬운 점 마지막 성민 강동원 이 한번 더 알 깼 때 수린 신은수 이도 어른 됬 둘 더 해피엔딩 이었 때 하는 아쉬움 남,1
말 필요 없다 점,1
흥행 보증 거 진짜 잼남,1
할 받고 봤 진짜 아까 뻔 했,0
내 이름 다니엘 블 레이크 한 사람 시민 그 이상 그 이하 아닙니,1
그롬 헬 스크림 알아본 사람,1
교훈 겉도 느낌 너무 많 보여 주려 보니 산만 했,0
보는 내내 대체 왜 굳이 왜 생각 끊임없 하게 만든 영화 감독 초보 티 너무 나 거 아닌,0
짱 완전 완전 짱잼,1
정말 오랜만 여운 오래 남고 가슴 뭉클해 영화 본 같다 지금 우리나라 역사 관심 별로 없었 내 자신 너무나 부끄러워 영화 였 죽는 날 까지 점 부끄럼 없기 윤동주 시인처럼 나라 사랑하는 대한민국 국민 끝 살,1
이 영화 말 하기 입 아프 그냥 봐,1
로 봤 재밌었,1
국민성 나온 남 불륜 내 가하면 로맨스 짱깨 헬조센 레벨 또 이또 것 보,0
보는 내내 빵빵 떠 조정석 알럽 마직 막은 감동 눈물 주르륵,1
잼슴 재미 재미 재미 잇 재미 잇다,1
몬 막 자지 지게 무서운 아닌뎁 갑자기 훅 오는 장면 있 방심,1
기대한 재미있었 벌써 기다려,1
크 개 핵꿀잼 역대 말 나온 아니,1
할리퀸 매력 넘치 진짜 재밌는 영화,1
솔직히 걱정 햇 데 오리 널 부작 사이 기 막히 연결 햇 스타워즈 팬 라면 여러가지 이유 눈물 흘릴 걸작 만약 본 땅 후회한,1
동생 봤 정말 재밌더 추천할,1
슈퍼 프렌즈 재미있어,1
화가 나서 평점 처음 올려 보내 가족 끼리 주말 영화 보며 즐거운 시간 보내려 거의 싸우고 왔 따위 영화 보러 왔 돈 아깝 시간 아깝 미치 지루하고 재미없 영화 입니 보지 셈,0
볼 했 너무 좋,1
상투 설정 전개 결말 예상 밖 이었,0
난 정말 그냥 일반 영화인 보통사람 평일 모르 재밌 즐거윘 그것 됐 정말 영화 좋,1
긴 하지 않겠 줄 분석 이 영화 가장 좋아하는 그룹 대 여자 입니 모 이,0
외국 좀비 영화 않는 수작 좀비 영화 팬 무지 봤 잼 보았,1
보고 너무 춥다 오늘 영하 도,1
몰입도 넘치 고급스러운 감성 슬픔 조사 관 때문 열 받아 죽겠네 그동안 내 그물 고기 너무 잡은 같 명대사,1
신파 감성 진짜 별로 임,0
굳 붐 바스,0
난 공산당 싫어 외치 입 찢 겨 죽었 년전 이승복 반공소년 다시 등장하는 시대 훌쩍 역행 하는 영화 현재 우리 어떤 시대 살 있는 자각 할 수 있었 의의 있었,0
돈 아까 움 저 영화 맞는,0
옥상 떨어지 나타났 때 소름,1
진짜 너무 재미있고 공유 너무 잘생겼,1
네 일 점도 너무 너무 아깝 진짜,0
평론가 사상 검증 하라,1
참 아름답 만든 불륜 영화 세 넘어가는 아이 선의 있다 불륜 해도 된 참 잘 배우겠,0
방금 보고 나왔 재미 둘째 박근혜 정부 싫어할 영화 입니 추천합 영화 고맙 눈물 바다 였,1
재밌 재밌 재밌 재밌네,1
이 분 뇌물수수 혐의 자살한 분 맞,0
감동 이었,1
스크램블에그,1
영화 너무 재밋 는 결말 때문 까먹 느낌,0
완전 재밌게 봤,1
그린 늪 빠져 버렸 구해,1
재밌게 봤 아이언맨 안타까 움,1
난 솔직히 진짜 별로 였 앞 코믹 괜찮 후반 부 억지 눈물 짜기 진심 최악 차라리 처음 끝 웃기 스토리 탄탄 했 좋 끝나고 엔딩크레딧 올라가는 황당 함 느낀 오랜만 이었 뒤 작품 최악 연기 좋,0
우리 몰랐 사실 알 가슴 아픈 역사 하고 슬펏어 다시 이런 아픈 역사 업겠,1
지옥 때 알아봤 역시 연상 호 다음 꼭 제대로 된 진짜 영화 감독 만들었 하네,0
디카 니 짱,1
진심 본 사람 후기 월드 워 를 표절 했 오리 널 대비 월등 후진 졸작 입니 부모님 모시 보았 핀잔 들었 돈 시간 아까 정도 부산 행 보기 월드 워 먼저 보시 관람 해보세 비교할 수준 안되는 졸작 입니,0
예상외 재밌었 재미없 사람 이해 안감,1
두 유 노 국뽕 적당히 들 하자,0
평점 반응 왜 좋 모르 인 영화 만들었 재밌고 한국영 잘 뽑았 전 한국영 왠만하면 봅 이정재 때문 봄,1
한국판 블록버스터 큰 반전 없지 스릴러 외 휴머니즘 가지,1
말 필요없 올해 감명 깊게 본 최고 영화 였 그 갚진 희생 없었 지금 우리 여전히 차별 당연시 하게 받고 있었 모른 남자 죄 없다 부끄러워 않아 된 이 영화 보고서,1
따뜻한 마음 볼 수 있는 가족 영화,1
별로 자,0
꼭 보셔 야할 영화 입니,1
재밋네욥 잘봣습니,1
영 상미 좋 배우 연기 좋 잘 만들어진 영화 이제훈 진짜 매력 적임,1
전투 신 나오는 장면 몰입도 좋 역시 블리자드,1
오만 편견 좀비 물 좋아해서 기 대작 이었 이도 도 아닌 심심한 영화 된 조금 내용 과감 하게 각색 했 재미있었 아쉽,0
심은경 김성오 둘 싸울 때 진짜 케미 쩔더,1
스크린 본 적 없던 거대한 시각 예술 보고 온 느낌,1
진짜 재미없 뻔하고 뻔한 스토리 진짜 재미없 부모님 보자 보러 간 너무 재미없 창피할 정도,0
슬프 해서 휴지 챙겨 갔 대체 어디가 눈물 포인트 줄 몰겠 슬프 커녕 답답하고 지루하기 짝 없었 공항 신의 상궁 복장 넘 오바 박해일 열연 돋보였,0
영화로 장난 치 맙시,0
개 쩐다 진짜 재미나다 보다 보면 시야 때문 구토 나올 정도 어지럽 마무리 진짜 게임 엔딩 같다 쩐다 진짜 쩐다,1
찬칫상 차린 알 제삿상,0
걸 보면 행복 햇 어요 재밋엇규 즐거운 시간 엇어,1
평점 속았 스토리 성 거품 빼려 평소 쓰 평점 주러 왔,0
나와 친구 이야기 같아 너무 즐겁 봤,1
영활 본 아닌 똥꾸 멍 봤 한 새끼 니 절름발 애비 부러진 다리 후두 려 쳐 맞았 똥꾸 멍 피 질질 흘릴 새끼 가정 폭력 얼마나 당했 저 따구 공격 이냐,0
덕혜옹주 삶 너무나 고단 보였,1
존잼 데쓰 설명 끗,1
엑소 팬 너무 많은 같 말끝 욕 좀 다른 욕 아니 같은 욕 좀 몰입도 떨어지 울어 하는 포인트 너무 흔해 그냥 내용 흔해 지루한 부분 곳곳 있고 내용 전개도 후다닥 등등 등,0
나이트 크 롤러 도시 나들이 갔 사람 뮤턴트 보고 놀라네,1
기대 보면 졸잼 영화 임 강추,1
최고 영화 였,1
연기자 고생했,0
영화 재밌 지금 난리 논란 전혀 상관없,1
재미있게 잘 봤 아쉬운 굳이 성인 배역 썻어 했 완전 된 밥 재 뿌리 유덕화 유덕화,1
이 재밌 진짜 똥 재미없 내용 진짜 별거 없어 노잼 임,0
점도 아까워 영화 영화 무 튼 별로 뭐,0
핵 노잼 진짜 나가고 인생 재미없 영화 손꼽음,0
솔직하게 이건 평점 정도 질 농담 까기 좋아하는 사람 좋아할 몰라 일반 정상인 보기 더러 움 스토리 뻔한 내용 악당 물리 치는 것 너무 가벼워 시간 때우기 이상은 절대 아님,0
디워 이후 최고 명작 영화 쉽 표현하자 고급 재료 가져 손질하다 한번 넣고 끓인 같은 그런 느낌 스토리 엉망 구성 엉망 할리퀸 이쁘,0
설정 전개 아이 울음소리 억지 아닌 게 하나 없다 아이 짜증 날 정도,0
배우 힘내 점 줍니 박찬욱 감독 흠,0
재미없 재미없 황당 스토리 전개,0
알바 투성이 구만 천원 볼 안도 감,0
노잼 이 천만 국민 수준 개미,0
호오 손예진 이런 영화 찍,1
진짜진짜 재미없 진짜,0
상영 관 늘 많은 사람 보고 느낄 있었 한 가슴 아리 도록 슬펐 꼭 보아 하는 영화,1
처음 끝 재밌지 약간 아쉬움 남는 사실 재밌게 봤 높은 점수,1
아이 즐거운 영화 아아 탁월한 선택 이었,1
와 감독 이 실력 부산 행 어떻 찍었,0
꾸 루르 리 루러 마매 잼,1
마블 맞서는 의 자세 좋 생각,1
처음 도중 잤 거 볼바 차라리 닥스 한 번 더보,0
적당히 타협 살 편하긴 세상 달라지 않는 노무현,1
긴장감 너무 재밌게 봤,1
남자친구 봤 둘 끝나 지루했 대자연 감상하고 싶으 보러 시든,0
별점 점도 아까운 영화 공짜 보여 볼 영화 진짜 여태껏 본 영화 제일 막장,0
차태현 니 이해 안된 왜 이런 영화 본 건지,1
이런 영화 진짜 오랜만 본 어떻 이런 노잼 영화 만들 있지 내용 내용 연기 참 어,0
아카데미 레오 먹 같다 진짜 처절 먹 먹 연기,1
영화 재미나 감동 원하시 제대로 재난 경험 할 영화,0
전편 하나 안보 언니 때문 강제 봤 재밌어 추격 씬 도망씬 잘 찍었 스릴 있지 자동차 백대 넘게 부서지는 것 보고 속이 시원해 집니,1
진짜 뻔한 스토리 였 불구하고 너무 풀어 배우 잘해 마지막 눈물 펑펑 쏟은 아닐 합 너무 감동 적 이런 영화 볼 해주셔 감사합,1
기승 전결 없 별점놀음 속지맙시 최민호 모르 최민호 연기 잘한 봤 연기 겁나 어설프 노잼 찾아봤 샤이니 아직 안보 신분 있다 보지 마세 마동석 이런 류 영화 이제 출연 했,0
롱 테이크 전투씬 곰씬 이런 대체 어찌 찍는 임 영화 보면 감탄사 몇 번 냈 모르 미친 영화 임 디테 일이 장난 아님 범벅 영화 투성이 요즘 같은 시대 보석 같은 영화 아닐,1
가 아주 굿 요 재밋게잘봣습니,1
재밌었 할리퀸 짱 예쁨,1
팀 버튼 감독 상상력 검증 되 않았 상상력 하는 나도 인정하는 상상력,1
오늘 보고 왔 웃다 울 즐겁 관람 했,1
영 상미 의상 분장 세트 연기 완벽하게 어 울러 영화 보는 내내 재밌고 푹 빠졌,1
마블 마블 짱 입니 역시 실망 시키 않네,1
한국 영화 미래 없는 건가 암 울,0
이런 걸 극장 보다,0
행크 아직 미스틱 보고 심쿵 미스틱 무관심,1
배트맨 이제 뭘 하나 애,0
우연 전개 인물 행동 인과 없 한국영 고 질병 억지 감동 급전 여혐 내 가본 최악 감동 영화 배우 연기 잘함 대체 뭘 보여 했 모르 스토리 술 먹고 썼 인 수준 형 에서 오만상 지음 이 평점 쓰 로그 인하게 영화 대단하다,0
내용 없고 지루하고 점 주려 여주 인공 땜 점 불쾌 하다,0
한편 동화 아이 마음 들여 본 것 같 은 사랑 더,1
상륙 했 깊 끝,0
마블 역시 최고 마블 포에버,1
내 마음 아수라 영화 보는 내내 정말 갑갑했,0
감동 없고 메세지 없고,0
일전 봤 김건모 무늬 오징어 송이 전복 라면 생각납,0
개연 성도 없고 사실 성도 없고,0
볼 영화 임 할리퀸 왜 케이 쁨 조커 분장 지우니 존멋,1
하나 열 그냥 모든 개판 그냥 영화 개판,0
최고 말 그 자체 영화,1
이 딴 걸 영화 만들 엇네 감염 이유 도안 나오고 그냥 아무렇 끼워 맞추지 못함 결론 돈 낭비,0
감독 전작 비해 너무나 스캐일 작은 액션 신 무간도 같은 쪼는맛 없 분 정도 보다 나 심히 고민했,0
스타트랙 티비 시리즈 였 레전드 오브 타잔 원더우먼,1
셜록 시즌 에피 영국 미국 월 일날 방영 드라마 임 영화 아님,1
아이 젬나 봐 기분 좋 어른 좀,1
감독 연출 한번 볼 가치 있다 생각합,1
영화관 성역 말 인 입장 점프 입장 하는 매너 했 점프 번 하며 나 남캐 입장 했 미친 놈 안된 다행 요,1
글자 요약한 용두사미,0
최고 영화 일본 나쁘 것 알 되었,1
흥 노잼 노잼 노잼 노잼 노잼,0
머 해야 할 참,0
너무 재미없 봤,0
심하게 지루하다 지능 얼마나 낮으 의자 버릴 생각 하지 못 하냐,0
최악 최악 진짜 잼 없다 돈 아까워,0
차라리 오인 보겠,0
리암 슬 데려 코 머 하자 임,0
마블 영화 믿고 보지,0
별점 왜 이모 이냐 진심 이 말 되는 점수 고,1
로마군 입장 치밀 하게 추적 가는 과정 흥미로 왔 모든 관객 라비 우스 부활 하신 예수님 만났 좋 따,1
배우 인지도 비해 영화 떨어지,0
가족 끼리 봤 짜증 죽는 알 세이 관람 아니 어른 제 봐 좀 그래 부산 행보 괜찮 같아 신랑 예매해 온 식구 모두 봤 화나 죽는 알 신랑 막 화 냈 보다 이건 아닌 같아 나왔 별 점주 기도 좀 그러,0
보다 지겹 돈 아까웠,0
기분 나쁜 영화 김태리 예뻐,0
딸 봤 슬프 기도 주인공 여자아이 부럽 기도 했 강동원 짱 멋졌 왜케 잘생겼 좋 좋,1
보면 와이프 진짜 생불,0
쥬만지 따라갈 그런 영화 아니 박물관 살 낫다,1
평점 속 봤 최악 평점 알바 진짜 있는,0
안 성경 추천 보고 왔 거 완전 사기,0
재믺어 자,1
